Simulation ID-19
===================

1) General info 
-------------------
Simulation type: SEIR
Thread ID: 1

2) Initial populations 
-------------------
Susceptible: 106
Exposed: 0
Infected: 1
Recovered: 0

3) Initial parameters 
-------------------
Mortality rate (m): 0.000154973
Infected mortality rate (v): 0.0239251
Recovery rate (r): 0.0640353
Incubation period (I): 0.091148
Infection rate (b): 0.547602

4) Active events 
-------------------
Vaccination

5) Simulation report 
-------------------

| Time  | Susceptible | Exposed | Infected | Recovered | Total Population | ||| | Births | Deaths - Susceptible | Deaths - Infected | Deaths - Recovered | Deaths - Due To Infection | Deaths - Total | 
|9.285  |1            |10       |10        |61         |82                | ||| |0       |0                     |1                  |0                   |24                         |25              |
|9.362  |1            |10       |9         |62         |82                | ||| |0       |0                     |1                  |0                   |24                         |25              |
|9.444  |1            |9        |10        |62         |82                | ||| |0       |0                     |1                  |0                   |24                         |25              |
|9.525  |1            |9        |9         |63         |82                | ||| |0       |0                     |1                  |0                   |24                         |25              |
|9.611  |1            |8        |10        |63         |82                | ||| |0       |0                     |1                  |0                   |24                         |25              |
|9.696  |1            |8        |9         |64         |82                | ||| |0       |0                     |1                  |0                   |24                         |25              |
|9.787  |1            |8        |8         |65         |82                | ||| |0       |0                     |1                  |0                   |24                         |25              |
|9.884  |1            |7        |9         |65         |82                | ||| |0       |0                     |1                  |0                   |24                         |25              |
|9.980  |1            |6        |10        |65         |82                | ||| |0       |0                     |1                  |0                   |24                         |25              |
|10.076 |1            |6        |9         |65         |81                | ||| |0       |0                     |1                  |0                   |25                         |26              |
|10.178 |1            |5        |10        |65         |81                | ||| |0       |0                     |1                  |0                   |25                         |26              |
|10.280 |1            |5        |9         |65         |80                | ||| |0       |0                     |1                  |0                   |26                         |27              |
|10.389 |1            |5        |8         |66         |80                | ||| |0       |0                     |1                  |0                   |26                         |27              |
|10.507 |1            |4        |9         |66         |80                | ||| |0       |0                     |1                  |0                   |26                         |27              |
|10.624 |1            |3        |10        |66         |80                | ||| |0       |0                     |1                  |0                   |26                         |27              |
|10.741 |1            |3        |9         |67         |80                | ||| |0       |0                     |1                  |0                   |26                         |27              |
|10.867 |1            |2        |10        |67         |80                | ||| |0       |0                     |1                  |0                   |26                         |27              |
|10.993 |1            |2        |9         |68         |80                | ||| |0       |0                     |1                  |0                   |26                         |27              |
|11.131 |1            |1        |10        |68         |80                | ||| |0       |0                     |1                  |0                   |26                         |27              |
|11.267 |1            |1        |9         |69         |80                | ||| |0       |0                     |1                  |0                   |26                         |27              |
|11.418 |1            |1        |8         |70         |80                | ||| |0       |0                     |1                  |0                   |26                         |27              |
|11.584 |1            |1        |7         |71         |80                | ||| |0       |0                     |1                  |0                   |26                         |27              |
|11.771 |1            |1        |6         |72         |80                | ||| |0       |0                     |1                  |0                   |26                         |27              |
|11.984 |1            |1        |5         |73         |80                | ||| |0       |0                     |1                  |0                   |26                         |27              |
|12.230 |1            |0        |6         |73         |80                | ||| |0       |0                     |1                  |0                   |26                         |27              |
|12.476 |1            |0        |5         |74         |80                | ||| |0       |0                     |1                  |0                   |26                         |27              |
|12.767 |1            |0        |4         |74         |79                | ||| |0       |0                     |1                  |0                   |27                         |28              |
|13.128 |1            |0        |3         |75         |79                | ||| |0       |0                     |1                  |0                   |27                         |28              |
|13.599 |1            |0        |2         |76         |79                | ||| |0       |0                     |1                  |0                   |27                         |28              |
|14.278 |1            |0        |2         |75         |78                | ||| |0       |0                     |1                  |1                   |27                         |29              |
|14.958 |1            |0        |1         |76         |78                | ||| |0       |0                     |1                  |1                   |27                         |29              |
|16.180 |1            |0        |0         |77         |78                | ||| |0       |0                     |1                  |1                   |27                         |29              |

6) Simulation preview 
-------------------

| Time  | Susceptible | Exposed | Infected | Recovered | Total Population | ||| | Births | Deaths - Susceptible | Deaths - Infected | Deaths - Recovered | Deaths - Due To Infection | Deaths - Total | 
|0.000  |106          |0        |1         |0          |107               | ||| |0       |0                     |0                  |0                   |0                          |0               |
|16.180 |1            |0        |0         |77         |78                | ||| |0       |0                     |1                  |1                   |27                         |29              |
