Simulation ID-55
===================

1) General info 
-------------------
Simulation type: SEIR
Thread ID: 4

2) Initial populations 
-------------------
Susceptible: 110
Exposed: 0
Infected: 1
Recovered: 0

3) Initial parameters 
-------------------
Mortality rate (m): 0.00107642
Infected mortality rate (v): 0.0294839
Recovery rate (r): 0.0851615
Incubation period (I): 0.0170466
Infection rate (b): 0.494097

4) Active events 
-------------------
Vaccination

5) Simulation report 
-------------------

| Time  | Susceptible | Exposed | Infected | Recovered | Total Population | ||| | Births | Deaths - Susceptible | Deaths - Infected | Deaths - Recovered | Deaths - Due To Infection | Deaths - Total | 
|71.499 |13           |1        |1         |68         |83                | ||| |46      |14                    |1                  |33                  |26                         |74              |
|71.875 |14           |1        |1         |68         |84                | ||| |47      |14                    |1                  |33                  |26                         |74              |
|72.245 |15           |1        |1         |68         |85                | ||| |48      |14                    |1                  |33                  |26                         |74              |
|72.608 |14           |2        |1         |68         |85                | ||| |48      |14                    |1                  |33                  |26                         |74              |
|72.963 |14           |2        |1         |67         |84                | ||| |48      |14                    |1                  |34                  |26                         |75              |
|73.318 |13           |3        |1         |67         |84                | ||| |48      |14                    |1                  |34                  |26                         |75              |
|73.665 |13           |3        |1         |66         |83                | ||| |48      |14                    |1                  |35                  |26                         |76              |
|74.012 |13           |3        |0         |67         |83                | ||| |48      |14                    |1                  |35                  |26                         |76              |
|74.655 |13           |3        |0         |66         |82                | ||| |48      |14                    |1                  |36                  |26                         |77              |
|75.303 |12           |3        |0         |66         |81                | ||| |48      |15                    |1                  |36                  |26                         |78              |
|75.958 |12           |2        |1         |66         |81                | ||| |48      |15                    |1                  |36                  |26                         |78              |
|76.328 |13           |2        |1         |66         |82                | ||| |49      |15                    |1                  |36                  |26                         |78              |
|76.690 |13           |1        |2         |66         |82                | ||| |49      |15                    |1                  |36                  |26                         |78              |
|76.942 |14           |1        |2         |66         |83                | ||| |50      |15                    |1                  |36                  |26                         |78              |
|77.188 |14           |1        |1         |66         |82                | ||| |50      |15                    |1                  |36                  |27                         |79              |
|77.560 |13           |2        |1         |66         |82                | ||| |50      |15                    |1                  |36                  |27                         |79              |
|77.923 |14           |2        |1         |66         |83                | ||| |51      |15                    |1                  |36                  |27                         |79              |
|78.279 |13           |3        |1         |66         |83                | ||| |51      |15                    |1                  |36                  |27                         |79              |
|78.627 |13           |3        |0         |66         |82                | ||| |51      |15                    |1                  |36                  |28                         |80              |
|79.276 |14           |3        |0         |66         |83                | ||| |52      |15                    |1                  |36                  |28                         |80              |
|79.918 |14           |2        |1         |66         |83                | ||| |52      |15                    |1                  |36                  |28                         |80              |
|80.274 |14           |2        |1         |65         |82                | ||| |52      |15                    |1                  |37                  |28                         |81              |
|80.632 |15           |2        |1         |65         |83                | ||| |53      |15                    |1                  |37                  |28                         |81              |
|80.983 |15           |2        |1         |64         |82                | ||| |53      |15                    |1                  |38                  |28                         |82              |
|81.335 |15           |1        |2         |64         |82                | ||| |53      |15                    |1                  |38                  |28                         |82              |
|81.576 |15           |1        |2         |63         |81                | ||| |53      |15                    |1                  |39                  |28                         |83              |
|81.818 |14           |2        |2         |63         |81                | ||| |53      |15                    |1                  |39                  |28                         |83              |
|82.058 |13           |3        |2         |63         |81                | ||| |53      |15                    |1                  |39                  |28                         |83              |
|82.297 |12           |4        |2         |63         |81                | ||| |53      |15                    |1                  |39                  |28                         |83              |
|82.534 |12           |4        |1         |63         |80                | ||| |53      |15                    |1                  |39                  |29                         |84              |
|82.876 |11           |5        |1         |63         |80                | ||| |53      |15                    |1                  |39                  |29                         |84              |
|83.211 |11           |5        |1         |62         |79                | ||| |53      |15                    |1                  |40                  |29                         |85              |
|83.547 |10           |6        |1         |62         |79                | ||| |53      |15                    |1                  |40                  |29                         |85              |
|83.876 |11           |6        |1         |62         |80                | ||| |54      |15                    |1                  |40                  |29                         |85              |
|84.199 |11           |5        |2         |62         |80                | ||| |54      |15                    |1                  |40                  |29                         |85              |
|84.435 |10           |6        |2         |62         |80                | ||| |54      |15                    |1                  |40                  |29                         |85              |
|84.669 |10           |6        |1         |62         |79                | ||| |54      |15                    |1                  |40                  |30                         |86              |
|84.998 |10           |5        |2         |62         |79                | ||| |54      |15                    |1                  |40                  |30                         |86              |
|85.239 |9            |6        |2         |62         |79                | ||| |54      |15                    |1                  |40                  |30                         |86              |
|85.478 |9            |6        |1         |63         |79                | ||| |54      |15                    |1                  |40                  |30                         |86              |
|85.811 |9            |5        |2         |63         |79                | ||| |54      |15                    |1                  |40                  |30                         |86              |
|86.057 |9            |5        |1         |64         |79                | ||| |54      |15                    |1                  |40                  |30                         |86              |
|86.403 |9            |5        |1         |63         |78                | ||| |54      |15                    |1                  |41                  |30                         |87              |
|86.750 |9            |5        |1         |62         |77                | ||| |54      |15                    |1                  |42                  |30                         |88              |
|87.099 |9            |5        |0         |63         |77                | ||| |54      |15                    |1                  |42                  |30                         |88              |
|87.691 |10           |5        |0         |63         |78                | ||| |55      |15                    |1                  |42                  |30                         |88              |
|88.279 |10           |5        |0         |62         |77                | ||| |55      |15                    |1                  |43                  |30                         |89              |
|88.871 |11           |5        |0         |62         |78                | ||| |56      |15                    |1                  |43                  |30                         |89              |
|89.459 |12           |5        |0         |62         |79                | ||| |57      |15                    |1                  |43                  |30                         |89              |
|90.042 |12           |5        |0         |61         |78                | ||| |57      |15                    |1                  |44                  |30                         |90              |
|90.629 |13           |5        |0         |61         |79                | ||| |58      |15                    |1                  |44                  |30                         |90              |
|91.212 |13           |4        |1         |61         |79                | ||| |58      |15                    |1                  |44                  |30                         |90              |
|91.550 |14           |4        |1         |61         |80                | ||| |59      |15                    |1                  |44                  |30                         |90              |
|91.883 |13           |5        |1         |61         |80                | ||| |59      |15                    |1                  |44                  |30                         |90              |
|92.209 |13           |4        |2         |61         |80                | ||| |59      |15                    |1                  |44                  |30                         |90              |
|92.441 |12           |5        |2         |61         |80                | ||| |59      |15                    |1                  |44                  |30                         |90              |
|92.673 |12           |5        |2         |60         |79                | ||| |59      |15                    |1                  |45                  |30                         |91              |
|92.904 |12           |5        |1         |60         |78                | ||| |59      |15                    |1                  |45                  |31                         |92              |
|93.236 |12           |5        |1         |59         |77                | ||| |59      |15                    |1                  |46                  |31                         |93              |
|93.569 |12           |4        |2         |59         |77                | ||| |59      |15                    |1                  |46                  |31                         |93              |
|93.806 |12           |4        |1         |59         |76                | ||| |59      |15                    |1                  |46                  |32                         |94              |
|94.153 |12           |3        |2         |59         |76                | ||| |59      |15                    |1                  |46                  |32                         |94              |
|94.397 |12           |3        |1         |60         |76                | ||| |59      |15                    |1                  |46                  |32                         |94              |
|94.757 |12           |3        |0         |60         |75                | ||| |59      |15                    |1                  |46                  |33                         |95              |
|95.452 |13           |3        |0         |60         |76                | ||| |60      |15                    |1                  |46                  |33                         |95              |
|96.140 |14           |3        |0         |60         |77                | ||| |61      |15                    |1                  |46                  |33                         |95              |
|96.822 |14           |2        |1         |60         |77                | ||| |61      |15                    |1                  |46                  |33                         |95              |
|97.184 |15           |2        |1         |60         |78                | ||| |62      |15                    |1                  |46                  |33                         |95              |
|97.539 |14           |3        |1         |60         |78                | ||| |62      |15                    |1                  |46                  |33                         |95              |
|97.887 |14           |3        |0         |61         |78                | ||| |62      |15                    |1                  |46                  |33                         |95              |
|98.561 |14           |3        |0         |60         |77                | ||| |62      |15                    |1                  |47                  |33                         |96              |
|99.242 |15           |3        |0         |60         |78                | ||| |63      |15                    |1                  |47                  |33                         |96              |
|99.917 |16           |3        |0         |60         |79                | ||| |64      |15                    |1                  |47                  |33                         |96              |
|100.585|16           |3        |0         |59         |78                | ||| |64      |15                    |1                  |48                  |33                         |97              |
|101.259|17           |3        |0         |59         |79                | ||| |65      |15                    |1                  |48                  |33                         |97              |
|101.927|18           |3        |0         |59         |80                | ||| |66      |15                    |1                  |48                  |33                         |97              |
|102.588|18           |3        |0         |58         |79                | ||| |66      |15                    |1                  |49                  |33                         |98              |
|103.256|18           |3        |0         |57         |78                | ||| |66      |15                    |1                  |50                  |33                         |99              |
|103.931|18           |2        |1         |57         |78                | ||| |66      |15                    |1                  |50                  |33                         |99              |
|104.270|18           |2        |0         |58         |78                | ||| |66      |15                    |1                  |50                  |33                         |99              |
|104.999|19           |2        |0         |58         |79                | ||| |67      |15                    |1                  |50                  |33                         |99              |
|105.719|19           |2        |0         |57         |78                | ||| |67      |15                    |1                  |51                  |33                         |100             |
|106.448|20           |2        |0         |57         |79                | ||| |68      |15                    |1                  |51                  |33                         |100             |
|107.168|21           |2        |0         |57         |80                | ||| |69      |15                    |1                  |51                  |33                         |100             |
|107.881|20           |2        |0         |57         |79                | ||| |69      |16                    |1                  |51                  |33                         |101             |
|108.602|21           |2        |0         |57         |80                | ||| |70      |16                    |1                  |51                  |33                         |101             |
|109.315|20           |2        |0         |57         |79                | ||| |70      |17                    |1                  |51                  |33                         |102             |
|110.036|21           |2        |0         |57         |80                | ||| |71      |17                    |1                  |51                  |33                         |102             |
|110.749|20           |2        |0         |57         |79                | ||| |71      |18                    |1                  |51                  |33                         |103             |
|111.469|21           |2        |0         |57         |80                | ||| |72      |18                    |1                  |51                  |33                         |103             |
|112.182|22           |2        |0         |57         |81                | ||| |73      |18                    |1                  |51                  |33                         |103             |
|112.888|23           |2        |0         |57         |82                | ||| |74      |18                    |1                  |51                  |33                         |103             |
|113.586|22           |2        |0         |57         |81                | ||| |74      |19                    |1                  |51                  |33                         |104             |
|114.292|22           |2        |0         |56         |80                | ||| |74      |19                    |1                  |52                  |33                         |105             |
|115.005|23           |2        |0         |56         |81                | ||| |75      |19                    |1                  |52                  |33                         |105             |
|115.710|24           |2        |0         |56         |82                | ||| |76      |19                    |1                  |52                  |33                         |105             |
|116.409|23           |2        |0         |56         |81                | ||| |76      |20                    |1                  |52                  |33                         |106             |
|117.114|22           |2        |0         |56         |80                | ||| |76      |21                    |1                  |52                  |33                         |107             |
|117.827|23           |2        |0         |56         |81                | ||| |77      |21                    |1                  |52                  |33                         |107             |
|118.533|24           |2        |0         |56         |82                | ||| |78      |21                    |1                  |52                  |33                         |107             |
|119.231|25           |2        |0         |56         |83                | ||| |79      |21                    |1                  |52                  |33                         |107             |
|119.922|24           |2        |0         |56         |82                | ||| |79      |22                    |1                  |52                  |33                         |108             |
|120.621|24           |2        |0         |55         |81                | ||| |79      |22                    |1                  |53                  |33                         |109             |
|121.326|25           |2        |0         |55         |82                | ||| |80      |22                    |1                  |53                  |33                         |109             |
|122.025|24           |2        |0         |55         |81                | ||| |80      |23                    |1                  |53                  |33                         |110             |
|122.730|25           |2        |0         |55         |82                | ||| |81      |23                    |1                  |53                  |33                         |110             |
|123.429|26           |2        |0         |55         |83                | ||| |82      |23                    |1                  |53                  |33                         |110             |
|124.120|26           |2        |0         |54         |82                | ||| |82      |23                    |1                  |54                  |33                         |111             |
|124.818|27           |2        |0         |54         |83                | ||| |83      |23                    |1                  |54                  |33                         |111             |
|125.509|28           |2        |0         |54         |84                | ||| |84      |23                    |1                  |54                  |33                         |111             |
|126.193|29           |2        |0         |54         |85                | ||| |85      |23                    |1                  |54                  |33                         |111             |
|126.871|29           |2        |0         |53         |84                | ||| |85      |23                    |1                  |55                  |33                         |112             |
|127.555|29           |2        |0         |52         |83                | ||| |85      |23                    |1                  |56                  |33                         |113             |
|128.246|30           |2        |0         |52         |84                | ||| |86      |23                    |1                  |56                  |33                         |113             |
|128.930|30           |2        |0         |51         |83                | ||| |86      |23                    |1                  |57                  |33                         |114             |
|129.621|31           |2        |0         |51         |84                | ||| |87      |23                    |1                  |57                  |33                         |114             |
|130.306|31           |2        |0         |50         |83                | ||| |87      |23                    |1                  |58                  |33                         |115             |
|130.997|32           |2        |0         |50         |84                | ||| |88      |23                    |1                  |58                  |33                         |115             |
|131.681|32           |1        |1         |50         |84                | ||| |88      |23                    |1                  |58                  |33                         |115             |
|131.972|32           |1        |1         |49         |83                | ||| |88      |23                    |1                  |59                  |33                         |116             |
|132.263|33           |1        |1         |49         |84                | ||| |89      |23                    |1                  |59                  |33                         |116             |
|132.551|34           |1        |1         |49         |85                | ||| |90      |23                    |1                  |59                  |33                         |116             |
|132.836|34           |1        |0         |49         |84                | ||| |90      |23                    |1                  |59                  |34                         |117             |
|133.576|34           |1        |0         |48         |83                | ||| |90      |23                    |1                  |60                  |34                         |118             |
|134.324|33           |1        |0         |48         |82                | ||| |90      |24                    |1                  |60                  |34                         |119             |
|135.080|33           |1        |0         |47         |81                | ||| |90      |24                    |1                  |61                  |34                         |120             |
|135.845|34           |1        |0         |47         |82                | ||| |91      |24                    |1                  |61                  |34                         |120             |
|136.601|34           |0        |1         |47         |82                | ||| |91      |24                    |1                  |61                  |34                         |120             |
|136.894|35           |0        |1         |47         |83                | ||| |92      |24                    |1                  |61                  |34                         |120             |
|137.185|36           |0        |1         |47         |84                | ||| |93      |24                    |1                  |61                  |34                         |120             |
|137.472|36           |0        |0         |48         |84                | ||| |93      |24                    |1                  |61                  |34                         |120             |

6) Simulation preview 
-------------------

| Time  | Susceptible | Exposed | Infected | Recovered | Total Population | ||| | Births | Deaths - Susceptible | Deaths - Infected | Deaths - Recovered | Deaths - Due To Infection | Deaths - Total | 
|0.000  |110          |0        |1         |0          |111               | ||| |0       |0                     |0                  |0                   |0                          |0               |
|137.472|36           |0        |0         |48         |84                | ||| |93      |24                    |1                  |61                  |34                         |120             |
